beer1,beer2,overall,aroma,palate,taste
Witty,Michelob Ultra,2.692582403567252,4.301162633521313,2.9154759474226504,3.0413812651491097
Witty,Natural Light,2.5495097567963922,4.031128874149275,3.640054944640259,3.0
Witty,Bud Light,5.454356057317857,5.852349955359813,4.873397172404482,6.244997998398398
Witty,Fat Tire Amber Ale,2.9154759474226504,1.5,2.7386127875258306,2.29128784747792
Witty,Coors Light,2.23606797749979,3.3166247903554,2.179449471770337,2.23606797749979
Witty,Blue Moon Belgian White,3.5,3.0413812651491097,3.9370039370059056,2.7386127875258306
Witty,60 Minute IPA,4.6097722286464435,3.5355339059327378,4.358898943540674,4.387482193696061
Witty,Guinness Draught,1.224744871391589,1.5,1.7320508075688772,2.1213203435596424
Williams Gold,Dale's Pale Ale,3.391164991562634,3.0,1.9364916731037085,2.449489742783178
Williams Gold,Sierra Nevada Pale Ale,3.570714214271425,3.0,2.449489742783178,3.2015621187164243
Williams Gold,Michelob Ultra,4.949747468305833,5.338539126015656,5.0990195135927845,5.5677643628300215
Williams Gold,Natural Light,2.5,3.2015621187164243,2.23606797749979,2.8284271247461903
Williams Gold,Bud Light,5.361902647381804,4.873397172404482,4.301162633521313,5.408326913195984
Williams Gold,Fat Tire Amber Ale,1.8027756377319946,2.449489742783178,1.9364916731037085,2.0
Williams Gold,Coors Light,3.9370039370059056,4.387482193696061,3.640054944640259,3.872983346207417
Williams Gold,Blue Moon Belgian White,3.278719262151,2.9154759474226504,2.0615528128088303,1.9364916731037085
Williams Gold,60 Minute IPA,3.640054944640259,2.8284271247461903,2.7838821814150108,2.9154759474226504
Williams Gold,Guinness Draught,3.0,2.345207879911715,3.640054944640259,3.3541019662496847
Wild Brunette,Dale's Pale Ale,2.6457513110645907,1.224744871391589,1.8708286933869707,1.8027756377319946
Wild Brunette,Sierra Nevada Pale Ale,2.5,1.7320508075688772,2.345207879911715,1.118033988749895
Wild Brunette,Michelob Ultra,0.7071067811865476,3.1622776601683795,4.242640687119285,3.905124837953327
Wild Brunette,Natural Light,3.1622776601683795,3.9370039370059056,4.301162633521313,3.640054944640259
Wild Brunette,Bud Light,4.769696007084728,5.634713834792322,5.766281297335398,5.5901699437494745
Wild Brunette,Fat Tire Amber Ale,2.23606797749979,1.7320508075688772,2.179449471770337,2.958039891549808
Wild Brunette,Coors Light,4.2130748865881795,5.291502622129181,5.873670062235365,5.267826876426369
Wild Brunette,Blue Moon Belgian White,2.0,1.6583123951777,2.9154759474226504,1.8708286933869707
Wild Brunette,60 Minute IPA,3.0,2.449489742783178,2.8722813232690143,3.082207001484488
Wild Brunette,Guinness Draught,2.958039891549808,2.345207879911715,3.0413812651491097,3.7416573867739413
Wicked Elf Pale Ale,Dale's Pale Ale,1.5,1.5,0.0,0.5
Wicked Elf Pale Ale,Sierra Nevada Pale Ale,3.1622776601683795,2.5,2.7386127875258306,2.345207879911715
Wicked Elf Pale Ale,Michelob Ultra,3.2015621187164243,4.636809247747852,2.5495097567963922,3.5355339059327378
Wicked Elf Pale Ale,Natural Light,0.0,0.0,0.0,0.0
Wicked Elf Pale Ale,Bud Light,3.5,2.5,2.5,2.0
Wicked Elf Pale Ale,Fat Tire Amber Ale,0.8660254037844386,1.118033988749895,0.7071067811865476,0.0
Wicked Elf Pale Ale,Coors Light,3.5355339059327378,4.123105625617661,2.9154759474226504,3.2015621187164243
Wicked Elf Pale Ale,Blue Moon Belgian White,0.5,0.0,0.5,0.0
Wicked Elf Pale Ale,60 Minute IPA,1.118033988749895,1.224744871391589,1.6583123951777,1.6583123951777
Wicked Elf Pale Ale,Guinness Draught,2.1213203435596424,2.958039891549808,2.1213203435596424,2.345207879911715
Wasatch Pale Ale,Dale's Pale Ale,2.958039891549808,2.1213203435596424,2.23606797749979,2.5
Wasatch Pale Ale,Sierra Nevada Pale Ale,2.8284271247461903,2.0,2.179449471770337,1.8027756377319946
Wasatch Pale Ale,Michelob Ultra,7.599342076785332,7.053367989832942,6.689544080129826,7.566372975210778
Wasatch Pale Ale,Natural Light,5.5677643628300215,5.722761571129799,4.444097208657794,6.324555320336759
Wasatch Pale Ale,Bud Light,7.3824115301167,6.837397165588672,6.6332495807108,7.762087348130012
Wasatch Pale Ale,Fat Tire Amber Ale,2.692582403567252,2.7386127875258306,2.0,2.6457513110645907
Wasatch Pale Ale,Coors Light,6.837397165588672,6.2048368229954285,5.787918451395113,6.96419413859206
Wasatch Pale Ale,Blue Moon Belgian White,3.391164991562634,3.427827300200522,3.122498999199199,3.570714214271425
Wasatch Pale Ale,60 Minute IPA,1.8027756377319946,1.6583123951777,1.8027756377319946,1.7320508075688772
Wasatch Pale Ale,Guinness Draught,4.242640687119285,4.0,4.0,4.5
Wampatuck Wheat,Dale's Pale Ale,3.6742346141747673,2.6457513110645907,3.7080992435478315,3.8078865529319543
Wampatuck Wheat,Sierra Nevada Pale Ale,4.153311931459037,2.5495097567963922,1.9364916731037085,4.444097208657794
Wampatuck Wheat,Michelob Ultra,3.391164991562634,3.427827300200522,2.8284271247461903,3.24037034920393
Wampatuck Wheat,Natural Light,0.0,0.0,0.0,0.0
Wampatuck Wheat,Bud Light,4.873397172404482,4.847679857416329,5.338539126015656,6.041522986797286
Wampatuck Wheat,Fat Tire Amber Ale,1.9364916731037085,1.7320508075688772,2.1213203435596424,1.3228756555322954
Wampatuck Wheat,Coors Light,3.4641016151377544,4.330127018922194,4.444097208657794,4.123105625617661
Wampatuck Wheat,Blue Moon Belgian White,3.278719262151,1.8708286933869707,1.8708286933869707,2.958039891549808
Wampatuck Wheat,60 Minute IPA,3.570714214271425,2.6457513110645907,2.7838821814150108,4.092676385936225
Wampatuck Wheat,Guinness Draught,3.3166247903554,2.345207879911715,4.123105625617661,3.24037034920393
Wainwright,Dale's Pale Ale,1.3228756555322954,1.8708286933869707,1.118033988749895,1.6583123951777
Wainwright,Sierra Nevada Pale Ale,3.24037034920393,2.3979157616563596,1.5,2.179449471770337
Wainwright,Michelob Ultra,2.0615528128088303,1.8027756377319946,2.7386127875258306,2.5495097567963922
Wainwright,Natural Light,0.0,0.0,0.0,0.0
Wainwright,Bud Light,3.427827300200522,3.5,4.183300132670378,4.06201920231798
Wainwright,Fat Tire Amber Ale,1.5811388300841898,1.224744871391589,0.8660254037844386,0.7071067811865476
Wainwright,Coors Light,2.1213203435596424,1.5811388300841898,2.692582403567252,1.5811388300841898
Wainwright,Blue Moon Belgian White,1.4142135623730951,1.0,1.0,1.224744871391589
Wainwright,60 Minute IPA,2.449489742783178,2.1213203435596424,1.9364916731037085,2.0
Wainwright,Guinness Draught,4.716990566028302,3.0,4.69041575982343,4.153311931459037
WRed Wheat,Dale's Pale Ale,2.692582403567252,1.8027756377319946,2.179449471770337,1.9364916731037085
WRed Wheat,Sierra Nevada Pale Ale,2.179449471770337,2.345207879911715,2.345207879911715,2.5495097567963922
WRed Wheat,Michelob Ultra,3.4641016151377544,2.8722813232690143,3.2015621187164243,3.0
WRed Wheat,Natural Light,2.0,1.5,1.0,1.0
WRed Wheat,Bud Light,3.872983346207417,4.444097208657794,3.5,4.949747468305833
WRed Wheat,Fat Tire Amber Ale,1.5,1.6583123951777,2.345207879911715,1.5
WRed Wheat,Coors Light,3.0,3.905124837953327,3.6742346141747673,4.153311931459037
WRed Wheat,Blue Moon Belgian White,1.118033988749895,1.224744871391589,1.3228756555322954,0.5
WRed Wheat,60 Minute IPA,3.427827300200522,3.24037034920393,3.1622776601683795,3.122498999199199
WRed Wheat,Guinness Draught,3.3166247903554,1.8708286933869707,2.958039891549808,2.0615528128088303
Uncle Otto's Weiss Beer,Dale's Pale Ale,1.4142135623730951,1.9364916731037085,0.8660254037844386,1.9364916731037085
Uncle Otto's Weiss Beer,Sierra Nevada Pale Ale,4.358898943540674,2.7386127875258306,2.6457513110645907,4.358898943540674
Uncle Otto's Weiss Beer,Michelob Ultra,5.70087712549569,6.422616289332565,4.743416490252569,5.894913061275798
Uncle Otto's Weiss Beer,Natural Light,4.55521678957215,4.873397172404482,3.905124837953327,4.663689526544408
Uncle Otto's Weiss Beer,Bud Light,6.34428877022476,6.652067347825035,6.708203932499369,6.819090848492928
Uncle Otto's Weiss Beer,Fat Tire Amber Ale,2.1213203435596424,2.29128784747792,2.0615528128088303,2.29128784747792
Uncle Otto's Weiss Beer,Coors Light,6.244997998398398,6.800735254367722,6.7638746292343415,6.383572667401852
Uncle Otto's Weiss Beer,Blue Moon Belgian White,2.7838821814150108,2.598076211353316,3.3166247903554,3.122498999199199
Uncle Otto's Weiss Beer,60 Minute IPA,3.3166247903554,3.24037034920393,2.23606797749979,3.7416573867739413
Uncle Otto's Weiss Beer,Guinness Draught,3.3541019662496847,4.153311931459037,3.278719262151,3.774917217635375
Twisted Kilt,Dale's Pale Ale,2.179449471770337,2.29128784747792,1.5,2.1213203435596424
Twisted Kilt,Sierra Nevada Pale Ale,2.958039891549808,2.23606797749979,2.345207879911715,2.3979157616563596
Twisted Kilt,Michelob Ultra,3.5355339059327378,3.5355339059327378,2.5495097567963922,3.2015621187164243
Twisted Kilt,Natural Light,3.2015621187164243,3.5355339059327378,3.2015621187164243,3.2015621187164243
Twisted Kilt,Bud Light,4.092676385936225,3.0,3.3166247903554,3.872983346207417
Twisted Kilt,Fat Tire Amber Ale,1.6583123951777,1.9364916731037085,1.7320508075688772,1.118033988749895
Twisted Kilt,Coors Light,3.427827300200522,2.598076211353316,1.8708286933869707,3.640054944640259
Twisted Kilt,Blue Moon Belgian White,1.6583123951777,2.5,2.179449471770337,1.8027756377319946
Twisted Kilt,60 Minute IPA,2.5,2.0615528128088303,2.958039891549808,2.7386127875258306
Twisted Kilt,Guinness Draught,2.3979157616563596,3.4641016151377544,2.0615528128088303,2.0615528128088303
Tremont Summer Ale,Dale's Pale Ale,3.872983346207417,2.179449471770337,2.3979157616563596,2.692582403567252
Tremont Summer Ale,Sierra Nevada Pale Ale,4.301162633521313,2.8284271247461903,3.872983346207417,3.2015621187164243
Tremont Summer Ale,Michelob Ultra,6.2048368229954285,6.284902544988268,5.958187643906492,6.557438524302
Tremont Summer Ale,Natural Light,5.852349955359813,5.522680508593631,4.743416490252569,5.744562646538029
Tremont Summer Ale,Bud Light,4.47213595499958,4.527692569068709,3.968626966596886,4.898979485566356
Tremont Summer Ale,Fat Tire Amber Ale,1.9364916731037085,1.3228756555322954,1.6583123951777,1.4142135623730951
Tremont Summer Ale,Coors Light,4.949747468305833,4.847679857416329,4.743416490252569,4.743416490252569
Tremont Summer Ale,Blue Moon Belgian White,1.8708286933869707,1.8027756377319946,1.8027756377319946,1.6583123951777
Tremont Summer Ale,60 Minute IPA,4.092676385936225,2.9154759474226504,3.570714214271425,3.4641016151377544
Tremont Summer Ale,Guinness Draught,3.840572873934304,4.242640687119285,4.444097208657794,3.905124837953327
Tremont Mr Oktoberfest,Dale's Pale Ale,4.527692569068709,2.7386127875258306,3.5,4.58257569495584
Tremont Mr Oktoberfest,Sierra Nevada Pale Ale,5.0990195135927845,2.8284271247461903,3.391164991562634,4.242640687119285
Tremont Mr Oktoberfest,Michelob Ultra,1.8708286933869707,3.5,1.8027756377319946,2.5
Tremont Mr Oktoberfest,Natural Light,1.4142135623730951,2.5,1.118033988749895,2.23606797749979
Tremont Mr Oktoberfest,Bud Light,1.8708286933869707,2.5,2.449489742783178,1.4142135623730951
Tremont Mr Oktoberfest,Fat Tire Amber Ale,3.968626966596886,2.179449471770337,2.3979157616563596,3.774917217635375
Tremont Mr Oktoberfest,Coors Light,3.840572873934304,3.5355339059327378,3.391164991562634,4.092676385936225
Tremont Mr Oktoberfest,Blue Moon Belgian White,2.8722813232690143,1.7320508075688772,1.5,2.5495097567963922
Tremont Mr Oktoberfest,60 Minute IPA,4.47213595499958,3.0,3.570714214271425,4.444097208657794
Tremont Mr Oktoberfest,Guinness Draught,2.8722813232690143,1.3228756555322954,2.0,4.242640687119285
Trailhead Red Ale,Dale's Pale Ale,2.29128784747792,3.7416573867739413,2.0615528128088303,1.6583123951777
Trailhead Red Ale,Sierra Nevada Pale Ale,5.894913061275798,4.55521678957215,3.8078865529319543,5.196152422706632
Trailhead Red Ale,Michelob Ultra,5.809475019311125,4.272001872658765,4.873397172404482,5.0990195135927845
Trailhead Red Ale,Natural Light,4.183300132670378,3.1622776601683795,3.278719262151,3.3166247903554
Trailhead Red Ale,Bud Light,5.196152422706632,3.872983346207417,4.636809247747852,4.55521678957215
Trailhead Red Ale,Fat Tire Amber Ale,3.7416573867739413,2.8284271247461903,2.345207879911715,2.8284271247461903
Trailhead Red Ale,Coors Light,3.605551275463989,2.9154759474226504,3.7416573867739413,3.24037034920393
Trailhead Red Ale,Blue Moon Belgian White,2.0615528128088303,2.7838821814150108,2.6457513110645907,2.8284271247461903
Trailhead Red Ale,60 Minute IPA,5.809475019311125,5.172040216394301,3.840572873934304,6.164414002968976
Trailhead Red Ale,Guinness Draught,2.7386127875258306,1.5,2.3979157616563596,2.5495097567963922
Trafalgar Hop Nouveau 2009,Dale's Pale Ale,2.1213203435596424,2.5,2.8284271247461903,2.29128784747792
Trafalgar Hop Nouveau 2009,Sierra Nevada Pale Ale,2.179449471770337,2.692582403567252,2.1213203435596424,2.6457513110645907
Trafalgar Hop Nouveau 2009,Michelob Ultra,2.5,2.5,2.5,2.5
Trafalgar Hop Nouveau 2009,Natural Light,0.0,0.0,0.0,0.0
Trafalgar Hop Nouveau 2009,Bud Light,4.924428900898052,4.444097208657794,4.183300132670378,4.873397172404482
Trafalgar Hop Nouveau 2009,Fat Tire Amber Ale,2.3979157616563596,1.118033988749895,2.1213203435596424,1.118033988749895
Trafalgar Hop Nouveau 2009,Coors Light,4.527692569068709,4.58257569495584,4.330127018922194,3.7416573867739413
Trafalgar Hop Nouveau 2009,Blue Moon Belgian White,3.8078865529319543,2.8284271247461903,3.391164991562634,3.0
Trafalgar Hop Nouveau 2009,60 Minute IPA,4.663689526544408,3.7080992435478315,3.905124837953327,3.640054944640259
Trafalgar Hop Nouveau 2009,Guinness Draught,3.5355339059327378,2.0,2.6457513110645907,1.8708286933869707
Trafalgar Critical Mass,Dale's Pale Ale,2.9154759474226504,1.3228756555322954,2.0,2.6457513110645907
Trafalgar Critical Mass,Sierra Nevada Pale Ale,3.872983346207417,3.2015621187164243,3.3166247903554,3.427827300200522
Trafalgar Critical Mass,Michelob Ultra,3.3541019662496847,3.2015621187164243,2.5,3.605551275463989
Trafalgar Critical Mass,Natural Light,2.692582403567252,2.8284271247461903,2.1213203435596424,3.3541019662496847
Trafalgar Critical Mass,Bud Light,4.06201920231798,4.636809247747852,3.968626966596886,5.0
Trafalgar Critical Mass,Fat Tire Amber Ale,2.345207879911715,0.7071067811865476,1.3228756555322954,1.9364916731037085
Trafalgar Critical Mass,Coors Light,4.0,4.743416490252569,4.387482193696061,4.9749371855331
Trafalgar Critical Mass,Blue Moon Belgian White,1.6583123951777,2.7838821814150108,1.5811388300841898,1.9364916731037085
Trafalgar Critical Mass,60 Minute IPA,6.18465843842649,5.809475019311125,5.196152422706632,5.809475019311125
Trafalgar Critical Mass,Guinness Draught,4.123105625617661,3.2015621187164243,2.692582403567252,3.0
Trafalgar Celebration Ale,Dale's Pale Ale,1.6583123951777,2.1213203435596424,1.6583123951777,0.8660254037844386
Trafalgar Celebration Ale,Sierra Nevada Pale Ale,2.9154759474226504,1.8708286933869707,2.1213203435596424,2.1213203435596424
Trafalgar Celebration Ale,Michelob Ultra,4.183300132670378,4.387482193696061,4.387482193696061,4.636809247747852
Trafalgar Celebration Ale,Natural Light,0.0,0.0,0.0,0.0
Trafalgar Celebration Ale,Bud Light,4.183300132670378,4.8218253804964775,4.183300132670378,5.0990195135927845
Trafalgar Celebration Ale,Fat Tire Amber Ale,1.224744871391589,2.0,2.6457513110645907,1.5
Trafalgar Celebration Ale,Coors Light,4.183300132670378,4.527692569068709,4.5,5.0
Trafalgar Celebration Ale,Blue Moon Belgian White,1.6583123951777,1.6583123951777,2.0,1.7320508075688772
Trafalgar Celebration Ale,60 Minute IPA,4.47213595499958,3.3541019662496847,3.4641016151377544,3.6742346141747673
Trafalgar Celebration Ale,Guinness Draught,4.898979485566356,3.391164991562634,3.391164991562634,3.2015621187164243
Trade Winds,Dale's Pale Ale,1.5,1.5811388300841898,0.8660254037844386,1.118033988749895
Trade Winds,Sierra Nevada Pale Ale,3.082207001484488,2.449489742783178,2.8284271247461903,2.9154759474226504
Trade Winds,Michelob Ultra,5.612486080160912,5.766281297335398,5.70087712549569,6.59545297913646
Trade Winds,Natural Light,0.0,0.0,0.0,0.0
Trade Winds,Bud Light,3.3166247903554,4.636809247747852,3.605551275463989,4.06201920231798
Trade Winds,Fat Tire Amber Ale,0.5,1.0,0.5,0.5
Trade Winds,Coors Light,2.179449471770337,4.743416490252569,3.278719262151,3.5355339059327378
Trade Winds,Blue Moon Belgian White,3.082207001484488,2.692582403567252,2.958039891549808,3.2015621187164243
Trade Winds,60 Minute IPA,0.8660254037844386,1.0,0.5,1.0
Trade Winds,Guinness Draught,3.7080992435478315,3.774917217635375,3.24037034920393,4.6097722286464435
Town Hall Lager,Dale's Pale Ale,1.0,2.0,1.224744871391589,1.6583123951777
Town Hall Lager,Sierra Nevada Pale Ale,2.7838821814150108,2.0,2.23606797749979,2.692582403567252
Town Hall Lager,Michelob Ultra,2.5,2.5,2.0,2.5
Town Hall Lager,Natural Light,0.0,0.0,0.0,0.0
Town Hall Lager,Bud Light,4.8218253804964775,4.527692569068709,4.0,4.769696007084728
Town Hall Lager,Fat Tire Amber Ale,1.7320508075688772,1.4142135623730951,1.6583123951777,1.7320508075688772
Town Hall Lager,Coors Light,5.722761571129799,4.873397172404482,5.916079783099616,4.8218253804964775
Town Hall Lager,Blue Moon Belgian White,4.123105625617661,2.9154759474226504,3.278719262151,3.0
Town Hall Lager,60 Minute IPA,2.0,2.23606797749979,2.0615528128088303,2.0615528128088303
Town Hall Lager,Guinness Draught,3.840572873934304,3.2015621187164243,2.8284271247461903,2.958039891549808
Totality Imperial Stout,Dale's Pale Ale,2.692582403567252,2.29128784747792,2.0,2.958039891549808
Totality Imperial Stout,Sierra Nevada Pale Ale,3.391164991562634,2.29128784747792,2.345207879911715,2.958039891549808
Totality Imperial Stout,Michelob Ultra,1.6583123951777,2.9154759474226504,3.082207001484488,1.8708286933869707
Totality Imperial Stout,Natural Light,2.179449471770337,3.391164991562634,3.605551275463989,3.6742346141747673
Totality Imperial Stout,Bud Light,4.58257569495584,5.024937810560445,5.477225575051661,4.663689526544408
Totality Imperial Stout,Fat Tire Amber Ale,3.3541019662496847,3.640054944640259,2.5,3.278719262151
Totality Imperial Stout,Coors Light,5.0,5.338539126015656,5.431390245600108,5.024937810560445
Totality Imperial Stout,Blue Moon Belgian White,3.7416573867739413,2.958039891549808,3.4641016151377544,2.8284271247461903
Totality Imperial Stout,60 Minute IPA,3.0,2.29128784747792,1.8027756377319946,2.5
Totality Imperial Stout,Guinness Draught,3.0,3.3166247903554,3.570714214271425,2.6457513110645907
Timmermans Lambicus Blanche (Blanche-Lambic),Dale's Pale Ale,1.8708286933869707,1.224744871391589,1.8708286933869707,1.7320508075688772
Timmermans Lambicus Blanche (Blanche-Lambic),Sierra Nevada Pale Ale,1.6583123951777,1.3228756555322954,2.23606797749979,1.3228756555322954
Timmermans Lambicus Blanche (Blanche-Lambic),Michelob Ultra,2.0,2.5,2.5,2.5
Timmermans Lambicus Blanche (Blanche-Lambic),Natural Light,2.0,2.5,2.5,2.5
Timmermans Lambicus Blanche (Blanche-Lambic),Bud Light,4.153311931459037,3.840572873934304,3.6742346141747673,4.330127018922194
Timmermans Lambicus Blanche (Blanche-Lambic),Fat Tire Amber Ale,4.358898943540674,3.5,3.9370039370059056,3.427827300200522
Timmermans Lambicus Blanche (Blanche-Lambic),Coors Light,1.0,2.9154759474226504,2.8284271247461903,2.692582403567252
Timmermans Lambicus Blanche (Blanche-Lambic),Blue Moon Belgian White,3.082207001484488,2.3979157616563596,2.7838821814150108,3.7080992435478315
Timmermans Lambicus Blanche (Blanche-Lambic),60 Minute IPA,4.272001872658765,3.24037034920393,2.449489742783178,3.0413812651491097
Timmermans Lambicus Blanche (Blanche-Lambic),Guinness Draught,4.183300132670378,3.3166247903554,4.358898943540674,4.0
Tijuana Morena,Dale's Pale Ale,2.7838821814150108,2.692582403567252,1.118033988749895,2.6457513110645907
Tijuana Morena,Sierra Nevada Pale Ale,4.444097208657794,2.9154759474226504,2.8722813232690143,3.4641016151377544
Tijuana Morena,Michelob Ultra,6.244997998398398,6.06217782649107,6.383572667401852,6.103277807866851
Tijuana Morena,Natural Light,4.6097722286464435,4.949747468305833,4.6097722286464435,5.361902647381804
Tijuana Morena,Bud Light,5.873670062235365,6.442049363362563,5.408326913195984,7.0178344238090995
Tijuana Morena,Fat Tire Amber Ale,3.278719262151,2.0,2.9154759474226504,2.449489742783178
Tijuana Morena,Coors Light,4.55521678957215,4.358898943540674,4.527692569068709,4.444097208657794
Tijuana Morena,Blue Moon Belgian White,2.8722813232690143,2.345207879911715,2.7838821814150108,2.179449471770337
Tijuana Morena,60 Minute IPA,3.122498999199199,2.449489742783178,2.179449471770337,2.29128784747792
Tijuana Morena,Guinness Draught,3.8078865529319543,4.0,3.9370039370059056,3.5355339059327378
Thick White Freeks,Dale's Pale Ale,1.5811388300841898,1.7320508075688772,1.8708286933869707,1.3228756555322954
Thick White Freeks,Sierra Nevada Pale Ale,1.118033988749895,1.4142135623730951,2.345207879911715,1.5811388300841898
Thick White Freeks,Michelob Ultra,0.5,0.5,1.5,1.0
Thick White Freeks,Natural Light,2.0,2.0,2.0,2.0
Thick White Freeks,Bud Light,1.8027756377319946,2.692582403567252,3.082207001484488,1.8708286933869707
Thick White Freeks,Fat Tire Amber Ale,1.9364916731037085,2.23606797749979,2.3979157616563596,2.1213203435596424
Thick White Freeks,Coors Light,1.118033988749895,3.605551275463989,3.2015621187164243,2.5495097567963922
Thick White Freeks,Blue Moon Belgian White,1.118033988749895,1.0,1.5,1.8027756377319946
Thick White Freeks,60 Minute IPA,2.1213203435596424,1.8708286933869707,2.8284271247461903,1.9364916731037085
Thick White Freeks,Guinness Draught,2.9154759474226504,4.2130748865881795,4.031128874149275,3.1622776601683795
The Vaporizer,Dale's Pale Ale,3.0413812651491097,2.3979157616563596,2.0,3.0
The Vaporizer,Sierra Nevada Pale Ale,2.23606797749979,1.8708286933869707,1.9364916731037085,1.9364916731037085
The Vaporizer,Michelob Ultra,3.605551275463989,2.692582403567252,3.605551275463989,3.1622776601683795
The Vaporizer,Natural Light,3.0,2.0,3.0,3.0
The Vaporizer,Bud Light,5.0,5.656854249492381,5.612486080160912,5.612486080160912
The Vaporizer,Fat Tire Amber Ale,1.6583123951777,2.5,2.598076211353316,2.0615528128088303
The Vaporizer,Coors Light,2.958039891549808,4.06201920231798,3.5,3.3541019662496847
The Vaporizer,Blue Moon Belgian White,3.278719262151,3.8078865529319543,3.968626966596886,4.2130748865881795
The Vaporizer,60 Minute IPA,3.7080992435478315,3.427827300200522,2.692582403567252,3.5
The Vaporizer,Guinness Draught,1.224744871391589,2.5,2.29128784747792,2.7386127875258306
The Griz Pale Ale,Dale's Pale Ale,2.29128784747792,2.5,2.7386127875258306,2.8722813232690143
The Griz Pale Ale,Sierra Nevada Pale Ale,5.024937810560445,3.7416573867739413,4.330127018922194,5.338539126015656
The Griz Pale Ale,Michelob Ultra,2.29128784747792,2.8722813232690143,2.6457513110645907,2.179449471770337
The Griz Pale Ale,Natural Light,1.8027756377319946,2.5,2.0615528128088303,0.7071067811865476
